episode_id,selected,current_split,already_in_current_config,known_bad_description,description_exists,description_segments,max_description_end_s,inferred_feature_trs,description_parse_error,h5_dataset_exists,h5_dataset,h5_trs,needed_end,margin,passes_desc_h5_tr,summary_ok,complete_roi_count,missing_roi_count,warning_total,failed_batches,zero_filled_segments,eligible_new_train,skip_reason,description_path
s06e06b,False,test,True,False,True,273,711.0,478,,True,ses-055_task-s06e06b,478,473,5,True,True,14,0,0,0,0,False,already_in_test,friends/description/downloaded_refine_descriptions/mv_friends_s06e06b/descriptions/refined_description.md
s06e07a,False,,False,False,True,251,662.0,445,,True,ses-055_task-s06e07a,445,440,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e07a/descriptions/refined_description.md
s06e07b,False,,False,False,True,261,707.0,475,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s06e07b/descriptions/refined_description.md
s06e08a,False,,False,False,True,236,652.0,438,,True,ses-056_task-s06e08a,438,433,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e08a/descriptions/refined_description.md
s06e08b,False,,False,False,True,258,703.0,472,,True,ses-056_task-s06e08b,472,467,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e08b/descriptions/refined_description.md
s06e09a,False,,False,False,True,253,750.0,504,,True,ses-056_task-s06e09a,504,499,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e09a/descriptions/refined_description.md
s06e09b,False,,False,False,True,296,800.0,537,,True,ses-056_task-s06e09b,537,532,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e09b/descriptions/refined_description.md
s06e10a,False,,False,False,True,249,693.0,466,,True,ses-056_task-s06e10a,466,461,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e10a/descriptions/refined_description.md
s06e10b,False,,False,False,True,283,744.0,500,,True,ses-057_task-s06e10b,500,495,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e10b/descriptions/refined_description.md
s06e11a,False,,False,False,True,240,670.0,450,,True,ses-057_task-s06e11a,450,445,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e11a/descriptions/refined_description.md
s06e11b,False,,False,False,True,246,680.0,457,,True,ses-057_task-s06e11b,484,479,-22,False,False,0,14,0,0,0,False,insufficient_description_h5_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s06e11b/descriptions/refined_description.md
s06e12a,False,,False,False,True,237,648.0,435,,True,ses-057_task-s06e12a,435,430,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e12a/descriptions/refined_description.md
s06e12b,False,,False,False,True,247,699.0,470,,True,ses-057_task-s06e12b,470,465,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e12b/descriptions/refined_description.md
s06e13a,False,,False,False,True,267,699.0,470,,True,ses-058_task-s06e13a,470,465,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e13a/descriptions/refined_description.md
s06e13b,False,,False,False,True,302,750.0,504,,True,ses-058_task-s06e13b,504,499,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e13b/descriptions/refined_description.md
s06e14a,False,,False,False,True,257,686.0,461,,True,ses-058_task-s06e14a,461,456,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e14a/descriptions/refined_description.md
s06e14b,False,,False,False,True,283,737.0,495,,True,ses-058_task-s06e14b,495,490,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e14b/descriptions/refined_description.md
s06e15a,False,,False,False,True,247,679.0,456,,True,ses-059_task-s06e15a,456,451,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e15a/descriptions/refined_description.md
s06e15b,False,,False,False,True,250,685.0,460,,True,ses-060_task-s06e15b,460,455,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e15b/descriptions/refined_description.md
s06e15c,False,,False,False,True,277,685.0,460,,True,ses-060_task-s06e15c,460,455,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e15c/descriptions/refined_description.md
s06e15d,False,,False,False,True,279,729.0,490,,True,ses-061_task-s06e15d,490,485,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e15d/descriptions/refined_description.md
s06e17a,False,,False,False,True,226,637.0,428,,True,ses-061_task-s06e17a,428,423,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e17a/descriptions/refined_description.md
s06e17b,False,,False,False,True,238,688.0,462,,True,ses-061_task-s06e17b,462,457,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e17b/descriptions/refined_description.md
s06e18a,False,,False,False,True,218,569.0,382,,True,ses-062_task-s06e18a,435,430,-48,False,False,0,14,0,0,0,False,insufficient_description_h5_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s06e18a/descriptions/refined_description.md
s06e18b,False,,False,False,True,261,699.0,470,,True,ses-062_task-s06e18b,470,465,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e18b/descriptions/refined_description.md
s06e19a,False,,False,False,True,246,646.0,434,,True,ses-062_task-s06e19a,434,429,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e19a/descriptions/refined_description.md
s06e19b,False,,False,False,True,254,697.0,468,,True,ses-062_task-s06e19b,468,463,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e19b/descriptions/refined_description.md
s06e20a,False,,False,False,True,208,551.0,370,,True,ses-063_task-s06e20a,431,426,-56,False,False,0,14,0,0,0,False,insufficient_description_h5_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s06e20a/descriptions/refined_description.md
s06e20b,False,,False,False,True,248,692.0,465,,True,ses-063_task-s06e20b,465,460,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e20b/descriptions/refined_description.md
s06e21a,False,,False,False,True,261,685.0,460,,True,ses-063_task-s06e21a,460,455,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e21a/descriptions/refined_description.md
s06e21b,False,,False,False,True,208,582.0,391,,True,ses-064_task-s06e21b,494,489,-98,False,False,0,14,0,0,0,False,insufficient_description_h5_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s06e21b/descriptions/refined_description.md
s06e22a,False,,False,False,True,231,672.0,452,,True,ses-064_task-s06e22a,452,447,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e22a/descriptions/refined_description.md
s06e22b,False,,False,False,True,261,723.0,486,,True,ses-064_task-s06e22b,486,481,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e22b/descriptions/refined_description.md
s06e23a,False,,False,False,True,285,724.0,486,,True,ses-065_task-s06e23a,486,481,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e23a/descriptions/refined_description.md
s06e23b,False,,False,False,True,310,774.0,520,,True,ses-065_task-s06e23b,520,515,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e23b/descriptions/refined_description.md
s06e24a,False,,False,False,True,242,680.0,457,,True,ses-065_task-s06e24a,457,452,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e24a/descriptions/refined_description.md
s06e24b,False,,False,False,True,240,686.0,461,,True,ses-066_task-s06e24b,461,456,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e24b/descriptions/refined_description.md
s06e24c,False,,False,False,True,260,686.0,461,,True,ses-066_task-s06e24c,461,456,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e24c/descriptions/refined_description.md
s06e24d,False,,False,False,True,270,730.0,490,,True,ses-066_task-s06e24d,490,485,5,True,False,0,14,0,0,0,True,,friends/description/downloaded_refine_descriptions/mv_friends_s06e24d/descriptions/refined_description.md
s07e01a,False,,False,False,True,285,684.0,460,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e01a/descriptions/refined_description.md
s07e01b,False,,False,False,True,276,735.0,494,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e01b/descriptions/refined_description.md
s07e02a,False,,False,False,True,264,732.0,492,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e02a/descriptions/refined_description.md
s07e02b,False,,False,False,True,289,783.0,526,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e02b/descriptions/refined_description.md
s07e03a,False,,False,False,True,185,470.0,316,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e03a/descriptions/refined_description.md
s07e03b,False,,False,False,True,219,672.0,452,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e03b/descriptions/refined_description.md
s07e04a,False,,False,False,True,237,666.0,447,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e04a/descriptions/refined_description.md
s07e04b,False,,False,False,True,288,717.0,482,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e04b/descriptions/refined_description.md
s07e05a,False,,False,False,True,246,675.0,454,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e05a/descriptions/refined_description.md
s07e05b,False,,False,False,True,276,726.0,488,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e05b/descriptions/refined_description.md
s07e06a,False,,False,False,True,266,712.0,478,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e06a/descriptions/refined_description.md
s07e06b,False,,False,False,True,294,763.0,513,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e06b/descriptions/refined_description.md
s07e07a,False,,False,False,True,249,704.0,473,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e07a/descriptions/refined_description.md
s07e07b,False,,False,False,True,272,754.0,507,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e07b/descriptions/refined_description.md
s07e08a,False,,False,False,True,232,706.0,474,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e08a/descriptions/refined_description.md
s07e08b,False,,False,False,True,288,757.0,509,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e08b/descriptions/refined_description.md
s07e09a,False,,False,False,True,262,670.0,450,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e09a/descriptions/refined_description.md
s07e09b,False,,False,False,True,241,619.0,416,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e09b/descriptions/refined_description.md
s07e10a,False,,False,False,True,267,683.0,459,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e10a/descriptions/refined_description.md
s07e10b,False,,False,False,True,255,734.0,493,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e10b/descriptions/refined_description.md
s07e11a,False,,False,False,True,250,691.0,464,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e11a/descriptions/refined_description.md
s07e11b,False,,False,False,True,253,742.0,498,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e11b/descriptions/refined_description.md
s07e12a,False,,False,False,True,237,673.0,452,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e12a/descriptions/refined_description.md
s07e12b,False,,False,False,True,268,724.0,486,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e12b/descriptions/refined_description.md
s07e13a,False,,False,False,True,319,803.0,539,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e13a/descriptions/refined_description.md
s07e13b,False,,False,False,True,312,854.0,574,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e13b/descriptions/refined_description.md
s07e14a,False,,False,False,True,180,485.0,326,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e14a/descriptions/refined_description.md
s07e14b,False,,False,False,True,275,745.0,500,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e14b/descriptions/refined_description.md
s07e15a,False,,False,False,True,309,843.0,566,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e15a/descriptions/refined_description.md
s07e15b,False,,False,False,True,328,894.0,600,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e15b/descriptions/refined_description.md
s07e16a,False,,False,False,True,205,592.0,398,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e16a/descriptions/refined_description.md
s07e16b,False,,False,False,True,229,598.0,402,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e16b/descriptions/refined_description.md
s07e16c,False,,False,False,True,226,643.0,432,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e16c/descriptions/refined_description.md
s07e17a,False,,False,False,True,227,645.0,433,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e17a/descriptions/refined_description.md
s07e17b,False,,False,False,True,262,695.0,467,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e17b/descriptions/refined_description.md
s07e18a,False,,False,False,True,250,710.0,477,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e18a/descriptions/refined_description.md
s07e18b,False,,False,False,True,257,761.0,511,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e18b/descriptions/refined_description.md
s07e19a,False,,False,False,True,236,650.0,437,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e19a/descriptions/refined_description.md
s07e19b,False,,False,False,True,257,701.0,471,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e19b/descriptions/refined_description.md
s07e20a,False,,False,False,True,188,500.0,336,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e20a/descriptions/refined_description.md
s07e20b,False,,False,False,True,272,727.0,488,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e20b/descriptions/refined_description.md
s07e21a,False,,False,False,True,236,639.0,429,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e21a/descriptions/refined_description.md
s07e21b,False,,False,False,True,262,690.0,464,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e21b/descriptions/refined_description.md
s07e22a,False,,False,False,True,255,701.0,471,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e22a/descriptions/refined_description.md
s07e22b,False,,False,False,True,276,752.0,505,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e22b/descriptions/refined_description.md
s07e23a,False,,False,False,True,274,715.0,480,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e23a/descriptions/refined_description.md
s07e23b,False,,False,False,True,282,721.0,484,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e23b/descriptions/refined_description.md
s07e23c,False,,False,False,True,285,721.0,484,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e23c/descriptions/refined_description.md
s07e23d,False,,False,False,True,279,766.0,515,,False,,,,,False,False,0,14,0,0,0,False,missing_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e23d/descriptions/refined_description.md
