episode_id,selected,reason,description_path,description_exists,summary_path,summary_exists,summary_metadata_exists,h5_dataset,h5_dataset_count,h5_trs,description_segments,max_description_end_s,inferred_feature_trs,needed_end,margin,already_used_round3
s05e03a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e03a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e03a/summary.json,False,False,ses-037_task-s05e03a,1,444,,,,,,False
s05e03b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e03b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e03b/summary.json,False,False,ses-037_task-s05e03b,1,474,,,,,,False
s05e04a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e04a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e04a/summary.json,False,False,ses-037_task-s05e04a,1,488,,,,,,False
s05e04b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e04b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e04b/summary.json,False,False,ses-037_task-s05e04b,1,524,,,,,,False
s05e05a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e05a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e05a/summary.json,False,False,ses-041_task-s05e05a,1,486,,,,,,False
s05e05b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e05b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e05b/summary.json,False,False,ses-041_task-s05e05b,1,521,,,,,,False
s05e06a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e06a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e06a/summary.json,False,False,ses-041_task-s05e06a,1,459,,,,,,False
s05e06b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e06b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e06b/summary.json,False,False,ses-041_task-s05e06b,1,493,,,,,,False
s05e07a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e07a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e07a/summary.json,False,False,ses-042_task-s05e07a,1,459,,,,,,False
s05e07b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e07b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e07b/summary.json,False,False,ses-042_task-s05e07b,1,493,,,,,,False
s05e08a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e08a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e08a/summary.json,False,False,ses-043_task-s05e08a,1,446,,,,,,False
s05e08b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e08b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e08b/summary.json,False,False,ses-043_task-s05e08b,1,480,,,,,,False
s05e09a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e09a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e09a/summary.json,False,False,ses-044_task-s05e09a,1,456,,,,,,False
s05e09b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e09b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e09b/summary.json,False,False,ses-044_task-s05e09b,1,490,,,,,,False
s05e10a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e10a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e10a/summary.json,False,False,ses-044_task-s05e10a,1,450,,,,,,False
s05e10b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e10b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e10b/summary.json,False,False,ses-044_task-s05e10b,1,484,,,,,,False
s05e11a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e11a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e11a/summary.json,False,False,ses-045_task-s05e11a,1,476,,,,,,False
s05e11b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e11b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e11b/summary.json,False,False,ses-045_task-s05e11b,1,511,,,,,,False
s05e12a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e12a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e12a/summary.json,False,False,ses-045_task-s05e12a,1,445,,,,,,False
s05e12b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e12b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e12b/summary.json,False,False,ses-045_task-s05e12b,1,480,,,,,,False
s05e13a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e13a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e13a/summary.json,False,False,ses-046_task-s05e13a,1,460,,,,,,False
s05e13b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e13b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e13b/summary.json,False,False,ses-046_task-s05e13b,1,494,,,,,,False
s05e14a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e14a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e14a/summary.json,False,False,ses-046_task-s05e14a,1,486,,,,,,False
s05e14b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e14b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e14b/summary.json,False,False,ses-046_task-s05e14b,1,520,,,,,,False
s05e15a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e15a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e15a/summary.json,False,False,ses-047_task-s05e15a,1,443,,,,,,False
s05e15b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e15b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e15b/summary.json,False,False,ses-047_task-s05e15b,1,477,,,,,,False
s05e16a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e16a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e16a/summary.json,False,False,ses-047_task-s05e16a,1,485,,,,,,False
s05e16b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e16b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e16b/summary.json,False,False,ses-047_task-s05e16b,1,519,,,,,,False
s05e17a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e17a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e17a/summary.json,False,False,ses-048_task-s05e17a,1,452,,,,,,False
s05e17b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e17b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e17b/summary.json,False,False,ses-048_task-s05e17b,1,486,,,,,,False
s05e18a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e18a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e18a/summary.json,False,False,ses-048_task-s05e18a,1,501,,,,,,False
s05e18b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e18b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e18b/summary.json,False,False,ses-048_task-s05e18b,1,535,,,,,,False
s05e19a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e19a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e19a/summary.json,False,False,ses-049_task-s05e19a,1,446,,,,,,False
s05e19b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e19b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e19b/summary.json,False,False,ses-049_task-s05e19b,1,480,,,,,,False
s05e20a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e20a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e20a/summary.json,False,False,ses-049_task-s05e20a,1,456,,,,,,False
s05e20b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e20b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e20b/summary.json,False,False,ses-049_task-s05e20b,1,490,,,,,,False
s05e21a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e21a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e21a/summary.json,False,False,ses-050_task-s05e21a,1,444,,,,,,False
s05e21b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e21b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e21b/summary.json,False,False,ses-050_task-s05e21b,1,478,,,,,,False
s05e22a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e22a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e22a/summary.json,False,False,ses-050_task-s05e22a,1,450,,,,,,False
s05e22b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e22b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e22b/summary.json,False,False,ses-050_task-s05e22b,1,484,,,,,,False
s05e23a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e23a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e23a/summary.json,False,False,ses-051_task-s05e23a,1,454,,,,,,False
s05e23b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e23b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e23b/summary.json,False,False,ses-051_task-s05e23b,1,458,,,,,,False
s05e23c,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e23c/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e23c/summary.json,False,False,ses-052_task-s05e23c,1,458,,,,,,False
s05e23d,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e23d/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e23d/summary.json,False,False,ses-052_task-s05e23d,1,488,,,,,,False
s06e01a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s06e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e01a/summary.json,True,True,ses-052_task-s06e01a,1,465,273,692.0,465,460,5,True
s06e01b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s06e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e01b/summary.json,True,True,ses-052_task-s06e01b,1,499,269,743.0,499,494,5,True
s06e02a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e02a/summary.json,False,False,ses-053_task-s06e02a,1,453,,,,,,False
s06e02b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e02b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e02b/summary.json,False,False,ses-053_task-s06e02b,1,487,,,,,,False
s06e03a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s06e03a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e03a/summary.json,True,True,ses-053_task-s06e03a,1,439,235,653.0,439,434,5,True
s06e03b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s06e03b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e03b/summary.json,True,True,ses-053_task-s06e03b,1,473,265,704.0,473,468,5,True
s06e04a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e04a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e04a/summary.json,False,False,ses-053_task-s06e04a,1,439,,,,,,False
s06e04b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e04b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e04b/summary.json,False,False,ses-054_task-s06e04b,1,474,,,,,,False
s06e05a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e05a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e05a/summary.json,False,False,ses-054_task-s06e05a,1,452,,,,,,False
s06e05b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e05b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e05b/summary.json,False,False,ses-054_task-s06e05b,1,486,,,,,,False
s06e06a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e06a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e06a/summary.json,False,False,ses-055_task-s06e06a,1,443,,,,,,False
s06e06b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e06b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e06b/summary.json,False,False,ses-055_task-s06e06b,1,478,,,,,,False
s06e07a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e07a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e07a/summary.json,False,False,ses-055_task-s06e07a,1,445,,,,,,False
s06e07b,False,missing_or_ambiguous_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s06e07b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e07b/summary.json,False,False,,0,,,,,,,False
s06e08a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e08a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e08a/summary.json,False,False,ses-056_task-s06e08a,1,438,,,,,,False
s06e08b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e08b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e08b/summary.json,False,False,ses-056_task-s06e08b,1,472,,,,,,False
s06e09a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e09a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e09a/summary.json,False,False,ses-056_task-s06e09a,1,504,,,,,,False
s06e09b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e09b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e09b/summary.json,False,False,ses-056_task-s06e09b,1,537,,,,,,False
s06e10a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e10a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e10a/summary.json,False,False,ses-056_task-s06e10a,1,466,,,,,,False
s06e10b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e10b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e10b/summary.json,False,False,ses-057_task-s06e10b,1,500,,,,,,False
s06e11a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e11a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e11a/summary.json,False,False,ses-057_task-s06e11a,1,450,,,,,,False
s06e11b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e11b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e11b/summary.json,False,False,ses-057_task-s06e11b,1,484,,,,,,False
s06e12a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e12a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e12a/summary.json,False,False,ses-057_task-s06e12a,1,435,,,,,,False
s06e12b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e12b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e12b/summary.json,False,False,ses-057_task-s06e12b,1,470,,,,,,False
s06e13a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e13a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e13a/summary.json,False,False,ses-058_task-s06e13a,1,470,,,,,,False
s06e13b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e13b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e13b/summary.json,False,False,ses-058_task-s06e13b,1,504,,,,,,False
s06e14a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e14a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e14a/summary.json,False,False,ses-058_task-s06e14a,1,461,,,,,,False
s06e14b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e14b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e14b/summary.json,False,False,ses-058_task-s06e14b,1,495,,,,,,False
s06e15a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e15a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e15a/summary.json,False,False,ses-059_task-s06e15a,1,456,,,,,,False
s06e15b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e15b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e15b/summary.json,False,False,ses-060_task-s06e15b,1,460,,,,,,False
s06e15c,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e15c/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e15c/summary.json,False,False,ses-060_task-s06e15c,1,460,,,,,,False
s06e15d,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e15d/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e15d/summary.json,False,False,ses-061_task-s06e15d,1,490,,,,,,False
s06e17a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e17a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e17a/summary.json,False,False,ses-061_task-s06e17a,1,428,,,,,,False
s06e17b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e17b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e17b/summary.json,False,False,ses-061_task-s06e17b,1,462,,,,,,False
s06e18a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e18a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e18a/summary.json,False,False,ses-062_task-s06e18a,1,435,,,,,,False
s06e18b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e18b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e18b/summary.json,False,False,ses-062_task-s06e18b,1,470,,,,,,False
s06e19a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e19a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e19a/summary.json,False,False,ses-062_task-s06e19a,1,434,,,,,,False
s06e19b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e19b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e19b/summary.json,False,False,ses-062_task-s06e19b,1,468,,,,,,False
s06e20a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e20a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e20a/summary.json,False,False,ses-063_task-s06e20a,1,431,,,,,,False
s06e20b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e20b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e20b/summary.json,False,False,ses-063_task-s06e20b,1,465,,,,,,False
s06e21a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e21a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e21a/summary.json,False,False,ses-063_task-s06e21a,1,460,,,,,,False
s06e21b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e21b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e21b/summary.json,False,False,ses-064_task-s06e21b,1,494,,,,,,False
s06e22a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e22a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e22a/summary.json,False,False,ses-064_task-s06e22a,1,452,,,,,,False
s06e22b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e22b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e22b/summary.json,False,False,ses-064_task-s06e22b,1,486,,,,,,False
s06e23a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e23a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e23a/summary.json,False,False,ses-065_task-s06e23a,1,486,,,,,,False
s06e23b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e23b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e23b/summary.json,False,False,ses-065_task-s06e23b,1,520,,,,,,False
s06e24a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e24a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e24a/summary.json,False,False,ses-065_task-s06e24a,1,457,,,,,,False
s06e24b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e24b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e24b/summary.json,False,False,ses-066_task-s06e24b,1,461,,,,,,False
s06e24c,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e24c/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e24c/summary.json,False,False,ses-066_task-s06e24c,1,461,,,,,,False
s06e24d,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s06e24d/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s06e24d/summary.json,False,False,ses-066_task-s06e24d,1,490,,,,,,False
s07e01a,False,missing_or_ambiguous_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s07e01a/summary.json,False,False,,0,,,,,,,False
s07e01b,False,missing_or_ambiguous_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s07e01b/summary.json,False,False,,0,,,,,,,False
s07e02a,False,missing_or_ambiguous_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s07e02a/summary.json,False,False,,0,,,,,,,False
s07e02b,False,missing_or_ambiguous_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e02b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s07e02b/summary.json,False,False,,0,,,,,,,False
s07e03a,False,missing_or_ambiguous_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e03a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s07e03a/summary.json,False,False,,0,,,,,,,False
s07e03b,False,missing_or_ambiguous_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e03b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s07e03b/summary.json,False,False,,0,,,,,,,False
s07e04a,False,missing_or_ambiguous_h5_dataset,friends/description/downloaded_refine_descriptions/mv_friends_s07e04a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s07e04a/summary.json,False,False,,0,,,,,,,False
